,model,weight_g,weight_oz,OS,internal_memory,audio_jack,GPS,battery_mah,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,thickness_mm,GPU_new,brand_idx,GPS_new,primary_cam_MP,secondary_cam_MP,gprs,edge,sim,ppi,memory_card,battery_removable,indian_price,ram
2885,P90,156.0,5.5,1,32.0,1,1,4000.0,5.5,71.8,150.0,77.4,8.5,5,34,1,13.0,5.0,1.0,1.0,1,210,128,0,33318.0,4
2886,Vibe X2 Pro,140.0,4.94,1,32.0,1,1,2410.0,5.3,74.6,146.3,71.0,7.0,1,34,1,13.0,13.0,1.0,1.0,2,225,128,0,24433.2,8
2887,K3,128.0,4.52,1,16.0,1,1,2300.0,5.0,69.3,141.0,70.5,7.9,1,34,1,8.0,2.0,1.0,1.0,2,410,128,1,5923.200000000001,4
2889,A916,173.0,6.1,1,8.0,1,1,2500.0,5.5,72.8,149.5,76.6,8.7,3,34,1,13.0,2.0,1.0,1.0,2,410,128,1,11846.400000000001,6
2890,S856,175.0,6.17,1,8.0,1,1,2500.0,5.5,71.0,151.0,77.8,9.0,1,34,1,8.0,1.6,1.0,1.0,2,225,128,1,15548.400000000001,4
2891,A319,130.0,4.59,1,4.0,1,1,1500.0,4.0,57.8,123.5,63.8,10.2,3,34,1,5.0,2.0,1.0,1.0,2,225,128,1,5182.8,8
2892,S90 Sisley,129.0,4.55,1,16.0,1,1,2300.0,5.0,65.8,146.0,71.7,6.9,1,34,1,13.0,8.0,1.0,1.0,2,390,128,0,19250.4,4
2893,S580,129.0,4.55,1,8.0,1,1,2150.0,5.0,70.5,139.8,69.9,8.1,1,34,1,8.0,2.0,1.0,1.0,2,410,128,1,12586.800000000001,6
2894,A606,170.0,6.0,1,8.0,1,1,2000.0,5.0,66.5,141.5,73.2,9.1,3,34,1,8.0,2.0,1.0,1.0,1,210,128,1,8884.800000000001,4
2896,Yoga Tablet 2 10.1,619.0,1.36,1,16.0,1,1,9600.0,10.1,63.4,255.0,183.0,7.2,2,34,1,8.0,1.6,1.0,1.0,1,210,128,0,22212.000000000004,6
2897,Yoga Tablet 2 8.0 ,419.0,14.78,1,16.0,1,1,6400.0,8.0,59.3,210.0,149.0,7.0,2,34,1,8.0,1.6,1.0,1.0,1,410,128,0,17029.2,8
2898,Tab S8,299.0,10.55,1,16.0,1,1,4290.0,8.0,71.4,209.8,123.8,7.9,2,34,1,8.0,1.6,1.0,1.0,1,225,128,0,11106.000000000002,6
2899,Vibe X2,120.0,4.23,1,32.0,1,1,2300.0,5.0,71.7,140.2,68.6,7.3,5,34,1,13.0,5.0,1.0,1.0,2,225,128,0,19990.800000000003,8
2900,Vibe Z2,158.0,5.57,1,32.0,1,1,3000.0,5.5,73.5,148.5,76.4,7.8,1,34,1,13.0,8.0,1.0,1.0,2,410,128,0,31837.200000000004,8
2901,A850+,161.0,5.68,1,4.0,1,1,2500.0,5.5,72.2,150.0,77.0,8.9,3,34,1,5.0,0.0,1.0,1.0,2,410,128,1,11846.400000000001,8
2902,Vibe Z2 Pro,179.0,6.31,1,32.0,1,1,4000.0,6.0,78.3,156.0,81.3,7.7,1,34,1,16.0,5.0,1.0,1.0,2,390,128,0,31837.200000000004,6
2903,Golden Warrior A8,180.0,6.35,1,16.0,1,1,2500.0,5.0,69.3,140.5,70.8,9.0,3,34,1,13.0,5.0,1.0,1.0,1,410,128,1,11106.000000000002,8
2904,Golden Warrior S8,146.0,5.15,1,8.0,1,1,2000.0,5.3,69.2,146.0,76.7,7.9,3,34,1,13.0,5.0,1.0,1.0,2,225,128,1,11106.000000000002,4
2905,S939,171.5,6.07,1,8.0,1,1,3000.0,6.0,74.3,159.0,84.0,8.7,3,34,1,8.0,1.6,1.0,1.0,2,410,128,1,13327.2,6
2906,S750,145.0,5.11,1,4.0,1,1,2000.0,4.5,60.6,135.0,68.2,9.9,5,34,1,8.0,0.0,1.0,1.0,2,410,128,1,11106.000000000002,4
2907,A889,192.0,6.77,1,8.0,1,1,2500.0,6.0,70.9,164.0,85.4,9.0,3,34,1,8.0,0.0,1.0,1.0,2,225,128,1,8884.800000000001,4
2908,A680,165.0,5.82,1,4.0,1,1,2000.0,5.0,64.6,145.0,73.5,10.8,3,34,1,5.0,0.0,1.0,1.0,2,410,128,1,8144.400000000001,4
2909,A316i,121.0,4.27,1,4.0,1,1,1300.0,4.0,61.3,117.0,63.5,12.2,3,34,1,2.0,0.0,1.0,1.0,2,225,128,1,3702.0000000000005,8
2911,A536,148.0,5.22,1,8.0,1,1,2000.0,5.0,68.5,139.6,72.0,10.0,3,34,1,5.0,2.0,1.0,1.0,2,225,128,1,7404.000000000001,8
2913,A10-70 A7600,550.0,1.21,1,16.0,1,1,6340.0,10.1,63.5,264.1,176.5,9.0,3,34,1,5.0,2.0,1.0,1.0,1,210,128,0,14067.6,6
2914,A8-50 A5500,360.0,12.7,1,8.0,1,1,4200.0,8.0,62.9,217.0,136.0,8.9,3,34,1,5.0,2.0,1.0,1.0,1,225,128,0,10365.6,4
2915,A7-50 A3500,320.0,11.29,1,8.0,1,1,3450.0,7.0,59.2,198.0,121.2,9.9,3,34,1,5.0,2.0,1.0,1.0,1,225,128,0,8884.800000000001,6
2916,A7-30 A3300,327.0,11.53,1,8.0,1,1,3500.0,7.0,58.1,198.0,119.8,10.5,3,34,1,2.0,0.0,1.0,1.0,1,225,128,0,5923.200000000001,4
2917,Yoga Tablet 10 HD+,615.0,1.36,1,16.0,1,1,9000.0,10.1,63.0,261.0,180.0,8.1,1,34,1,8.0,1.6,1.0,1.0,1,225,128,0,19250.4,4
2918,S860,190.0,6.7,1,16.0,1,1,4000.0,5.3,67.3,149.5,77.0,10.3,3,34,1,8.0,1.6,1.0,1.0,2,410,128,0,18510.0,4
2919,S850,140.0,4.94,1,16.0,1,1,2000.0,5.0,68.8,141.0,71.0,8.2,3,34,1,13.0,5.0,1.0,1.0,2,210,128,0,14808.000000000002,4
2920,S660,151.0,5.33,1,8.0,1,1,3000.0,4.7,64.6,137.0,68.8,10.0,3,34,1,8.0,0.0,1.0,1.0,2,210,128,1,12586.800000000001,8
2921,A880,196.0,6.91,1,8.0,1,1,2500.0,6.0,70.9,164.0,85.4,9.3,3,34,1,5.0,0.0,1.0,1.0,2,410,128,1,9625.2,4
2922,A859,163.3,5.75,1,8.0,1,1,2250.0,5.0,66.9,142.0,72.5,9.2,3,34,1,8.0,1.6,1.0,1.0,2,225,128,1,10365.6,8
2923,S930,170.0,6.0,1,8.0,1,1,3000.0,6.0,67.5,170.0,86.5,8.7,3,34,1,8.0,1.6,1.0,1.0,2,210,128,1,16288.800000000001,6
2924,S650,126.0,4.44,1,8.0,1,1,2000.0,4.7,63.2,138.0,69.8,8.8,3,34,1,8.0,0.0,1.0,1.0,2,390,128,1,19990.800000000003,6
2925,Vibe Z K910,145.2,5.11,1,16.0,1,1,3000.0,5.5,72.6,149.1,77.0,7.9,1,34,1,13.0,5.0,1.0,1.0,1,410,128,0,35539.200000000004,4
2928,A630,159.0,5.61,1,4.0,1,1,2500.0,4.5,64.5,131.0,66.0,10.0,5,34,1,3.15,0.0,1.0,1.0,2,410,128,1,5923.200000000001,8
2929,A516,146.0,5.15,1,4.0,1,1,2000.0,4.5,63.4,132.0,66.7,9.9,3,34,1,5.0,0.0,1.0,1.0,2,225,128,1,8144.400000000001,6
2930,Vibe X S960,121.0,4.27,1,16.0,1,1,2000.0,5.0,64.7,144.0,74.0,6.9,5,34,1,13.0,5.0,1.0,1.0,1,225,128,0,31096.800000000003,4
2931,S5000,244.9,8.61,1,16.0,1,0,3450.0,7.0,63.9,190.5,116.8,7.6,5,34,0,5.0,1.6,-99999.0,-99999.0,1,210,128,0,9625.2,4
2932,A850,184.0,6.49,1,4.0,1,1,2250.0,5.5,68.5,153.5,79.3,9.5,3,34,1,5.0,0.0,1.0,1.0,2,225,128,1,11106.000000000002,6
2933,A706,130.0,4.59,1,4.0,1,1,2000.0,4.5,59.5,136.0,69.0,10.4,1,34,1,5.0,0.0,1.0,1.0,2,390,128,1,11106.000000000002,8
2934,P780,176.0,6.21,1,4.0,1,1,4000.0,5.0,66.0,143.0,73.0,10.0,5,34,1,8.0,0.0,1.0,1.0,2,225,128,1,14067.6,8
2935,S820,143.0,5.04,1,4.0,1,1,2000.0,4.7,62.6,139.5,69.7,9.0,5,34,1,12.0,2.0,1.0,1.0,2,225,128,1,17029.2,4
2936,A390,131.0,4.62,1,4.0,1,1,1500.0,4.0,56.7,125.6,64.0,10.1,5,34,1,5.0,0.0,1.0,1.0,2,225,128,1,5182.8,6
2937,A369i,120.0,4.23,1,4.0,1,0,1500.0,4.0,57.4,124.0,64.0,11.7,3,34,1,2.0,0.0,1.0,1.0,2,225,128,1,5182.8,6
2939,S920,159.0,5.61,1,4.0,1,1,2250.0,5.3,64.7,154.0,77.7,7.9,5,34,1,8.0,2.0,-99999.0,-99999.0,2,210,128,1,18510.0,8
2940,IdeaTab S6000H,560.0,1.23,1,32.0,1,1,6350.0,10.1,63.2,260.0,180.0,8.6,5,34,1,5.0,0.0,1.0,1.0,1,410,128,0,22212.000000000004,8
